학교명,전형,모집단위,50% cut,70% cut,평가에 반영된 교과목
서울대,학생부 종합 전형,인문계열,1.33,1.4,전과목
서울대,학생부 종합 전형,역사학부,1.36,1.43,전과목
서울대,학생부 종합 전형,정치외교학부,1.11,1.21,전과목
서울대,학생부 종합 전형,경제학부,1.09,1.11,전과목
서울대,학생부 종합 전형,사회학과,1.09,1.12,전과목
서울대,학생부 종합 전형,심리학과,1.09,1.26,전과목
서울대,학생부 종합 전형,지리학과,1.39,1.39,전과목
서울대,학생부 종합 전형,사회복지학과,1.22,1.32,전과목
서울대,학생부 종합 전형,수리과학부,1.17,1.18,전과목
서울대,학생부 종합 전형,통계학과,1.13,1.15,전과목
서울대,학생부 종합 전형,물리·천문학부 물리학전공,1.21,1.24,전과목
서울대,학생부 종합 전형,화학부,1.18,1.39,전과목
서울대,학생부 종합 전형,생명과학부,1.16,1.18,전과목
서울대,학생부 종합 전형,지구환경과학부,1.22,1.39,전과목
서울대,학생부 종합 전형,간호대학,1.53,1.6,전과목
서울대,학생부 종합 전형,경영대학,1.16,1.22,전과목
서울대,학생부 종합 전형,건설환경공학부,1.19,1.21,전과목
서울대,학생부 종합 전형,기계공학부,1.25,1.3,전과목
서울대,학생부 종합 전형,재료공학부,1.21,1.25,전과목
서울대,학생부 종합 전형,전기·정보공학부,1.06,1.1,전과목
서울대,학생부 종합 전형,컴퓨터공학부,1.09,1.11,전과목
서울대,학생부 종합 전형,화학생물공학부,1.26,1.3,전과목
서울대,학생부 종합 전형,건축학과,1.28,1.32,전과목
서울대,학생부 종합 전형,산업공학과,1.28,1.28,전과목
서울대,학생부 종합 전형,에너지자원공학과,1.15,1.27,전과목
서울대,학생부 종합 전형,원자핵공학과,1.14,1.28,전과목
서울대,학생부 종합 전형,조선해양공학과,1.52,1.54,전과목
서울대,학생부 종합 전형,항공우주공학과,1.18,1.18,전과목
서울대,학생부 종합 전형,농경제사회학부,1.23,1.23,전과목
서울대,학생부 종합 전형,식품생산과학부,1.33,1.34,전과목
서울대,학생부 종합 전형,산림과학부,1.44,1.53,전과목
서울대,학생부 종합 전형,식품동물생명공학부,1.43,1.48,전과목
서울대,학생부 종합 전형,응용생물화학부,1.19,1.23,전과목
서울대,학생부 종합 전형,조경·지역시스템공학부,1.42,1.46,전과목
서울대,학생부 종합 전형,바이오시스템소재학부,1.35,1.37,전과목
서울대,학생부 종합 전형,스마트시스템과학과,1.4,1.4,전과목
서울대,학생부 종합 전형,국어교육과,1.14,1.14,전과목
서울대,학생부 종합 전형,영어교육과,1.13,1.13,전과목
서울대,학생부 종합 전형,독어교육과,1.28,1.28,전과목
서울대,학생부 종합 전형,불어교육과,1.55,1.55,전과목
서울대,학생부 종합 전형,사학교육과,1.2,1.31,전과목
서울대,학생부 종합 전형,역사교육과(*),1.3,1.35,전과목
서울대,학생부 종합 전형,지리교육과,1.37,1.37,전과목
서울대,학생부 종합 전형,윤리교육과,1.4,1.45,전과목
서울대,학생부 종합 전형,수학교육과,1.1,1.1,전과목
서울대,학생부 종합 전형,물리교육과,1.3,1.35,전과목
서울대,학생부 종합 전형,화학교육과,1.44,1.5,전과목
서울대,학생부 종합 전형,생물교육과,1.26,1.26,전과목
서울대,학생부 종합 전형,지구과학교육과,1.3,1.35,전과목
서울대,학생부 종합 전형,체육교육과,1.4,1.45,전과목
서울대,학생부 종합 전형,소비자아동학부 소비자학전공,1.22,1.32,전과목
서울대,학생부 종합 전형,소비자아동학부 아동가족학전공,1.44,1.44,전과목
서울대,학생부 종합 전형,식품영양학과(*),1.45,1.5,전과목
서울대,학생부 종합 전형,의류학과,1.72,1.9,전과목
서울대,학생부 종합 전형,수의학과,1.11,1.13,전과목
서울대,학생부 종합 전형,약학계열,1.05,1.12,전과목
서울대,학생부 종합 전형,의예과,1.03,1.06,전과목
서울대,학생부 종합 전형,첨단융합학부,1.18,1.26,전과목
서울대,학생부 종합 전형,자유전공학부,1.2,1.26,전과목
연세대,학생부 교과 전형,국어국문학과,1.4,1.42,전과목
연세대,학생부 교과 전형,중어중문학과,1.37,1.37,전과목
연세대,학생부 교과 전형,영어영문학과,1.33,1.36,전과목
연세대,학생부 교과 전형,독어독문학과,1.51,1.52,전과목
연세대,학생부 교과 전형,불어불문학과,1.43,1.6,전과목
연세대,학생부 교과 전형,노어노문학과,1.58,1.58,전과목
연세대,학생부 교과 전형,사학과,1.43,1.49,전과목
연세대,학생부 교과 전형,철학과,1.43,1.47,전과목
연세대,학생부 교과 전형,문헌정보학과,1.52,1.6,전과목
연세대,학생부 교과 전형,심리학과,1.37,1.47,전과목
연세대,학생부 교과 전형,경제학부,1.37,1.46,전과목
연세대,학생부 교과 전형,응용통계학과,1.28,1.32,전과목
연세대,학생부 교과 전형,경영학과,1.22,1.27,전과목
연세대,학생부 교과 전형,수학과,1.24,1.24,전과목
연세대,학생부 교과 전형,물리학과,1.28,1.33,전과목
연세대,학생부 교과 전형,화학과,1.27,1.3,전과목
연세대,학생부 교과 전형,지구시스템과학과,1.39,1.39,전과목
연세대,학생부 교과 전형,천문우주학과,1.33,1.34,전과목
연세대,학생부 교과 전형,대기과학과,1.44,1.46,전과목
연세대,학생부 교과 전형,화공생명공학부,1.17,1.18,전과목
연세대,학생부 교과 전형,전기전자공학부,1.2,1.26,전과목
연세대,학생부 교과 전형,건축공학과,1.32,1.42,전과목
연세대,학생부 교과 전형,도시공학과,1.44,1.46,전과목
연세대,학생부 교과 전형,사회환경시스템공학부,1.36,1.39,전과목
연세대,학생부 교과 전형,기계공학부,1.34,1.37,전과목
연세대,학생부 교과 전형,신소재공학부,1.24,1.27,전과목
연세대,학생부 교과 전형,산업공학과,1.24,1.29,전과목
연세대,학생부 교과 전형,시스템반도체공학과,1.15,1.2,전과목
연세대,학생부 교과 전형,디스플레이융합공학과,1.3,1.35,전과목
연세대,학생부 교과 전형,시스템생물학과,1.35,1.4,전과목
연세대,학생부 교과 전형,생화학과,1.3,1.3,전과목
연세대,학생부 교과 전형,생명공학과,1.14,1.19,전과목
연세대,학생부 교과 전형,첨단컴퓨팅학부,1.16,1.18,전과목
연세대,학생부 교과 전형,IT융합공학전공,1.21,1.21,전과목
연세대,학생부 교과 전형,지능형반도체전공,1.43,1.48,전과목
연세대,학생부 교과 전형,신학과,1.65,1.78,전과목
연세대,학생부 교과 전형,정치외교학과,1.26,1.3,전과목
연세대,학생부 교과 전형,행정학과,1.27,1.3,전과목
연세대,학생부 교과 전형,사회복지학과,1.45,1.45,전과목
연세대,학생부 교과 전형,사회학과,1.58,1.64,전과목
연세대,학생부 교과 전형,문화인류학과,1.56,1.56,전과목
연세대,학생부 교과 전형,언론홍보영상학부,1.16,1.16,전과목
연세대,학생부 교과 전형,의류환경학과,1.64,1.64,전과목
연세대,학생부 교과 전형,식품영양학과,1.42,1.42,전과목
연세대,학생부 교과 전형,실내건축학과,1.56,1.56,전과목
연세대,학생부 교과 전형,아동·가족학과,1.43,1.43,전과목
연세대,학생부 교과 전형,통합디자인학과,1.42,1.5,전과목
연세대,학생부 교과 전형,교육학부,1.69,1.87,전과목
연세대,학생부 교과 전형,의예과,1,1.01,전과목
연세대,학생부 교과 전형,치의예과,1.1,1.11,전과목
연세대,학생부 교과 전형,간호학과,1.44,1.46,전과목
연세대,학생부 교과 전형,약학과,1.04,1.04,전과목
연세대,학생부 종합 전형,국어국문학과,2.57,2.81,전과목
연세대,학생부 종합 전형,중어중문학과,2.28,2.41,전과목
연세대,학생부 종합 전형,영어영문학과,1.73,1.87,전과목
연세대,학생부 종합 전형,독어독문학과,2.3,2.5,전과목
연세대,학생부 종합 전형,불어불문학과,2.73,2.8,전과목
연세대,학생부 종합 전형,노어노문학과,1.73,1.91,전과목
연세대,학생부 종합 전형,사학과,2.28,2.36,전과목
연세대,학생부 종합 전형,철학과,2.01,2.25,전과목
연세대,학생부 종합 전형,문헌정보학과,1.84,2.98,전과목
연세대,학생부 종합 전형,심리학과,1.56,1.68,전과목
연세대,학생부 종합 전형,경제학부,1.75,2.02,전과목
연세대,학생부 종합 전형,응용통계학과,2,2.03,전과목
연세대,학생부 종합 전형,경영학과,1.73,1.91,전과목
연세대,학생부 종합 전형,수학과,1.53,1.62,전과목
연세대,학생부 종합 전형,물리학과,1.54,1.59,전과목
연세대,학생부 종합 전형,화학과,1.69,1.76,전과목
연세대,학생부 종합 전형,지구시스템과학과,2.07,2.16,전과목
연세대,학생부 종합 전형,천문우주학과,1.59,1.67,전과목
연세대,학생부 종합 전형,대기과학과,1.69,1.72,전과목
연세대,학생부 종합 전형,화공생명공학부,1.59,1.76,전과목
연세대,학생부 종합 전형,전기전자공학부,1.59,1.73,전과목
연세대,학생부 종합 전형,건축공학과,1.95,2.05,전과목
연세대,학생부 종합 전형,도시공학과,2.16,2.27,전과목
연세대,학생부 종합 전형,사회환경시스템공학부,2.1,2.34,전과목
연세대,학생부 종합 전형,기계공학부,1.76,1.86,전과목
연세대,학생부 종합 전형,신소재공학부,1.64,1.68,전과목
연세대,학생부 종합 전형,산업공학과,1.56,1.65,전과목
연세대,학생부 종합 전형,시스템반도체공학과,1.91,2.15,전과목
연세대,학생부 종합 전형,디스플레이융합공학과,2,2.04,전과목
연세대,학생부 종합 전형,시스템생물학과,1.46,1.46,전과목
연세대,학생부 종합 전형,생화학과,1.72,1.72,전과목
연세대,학생부 종합 전형,생명공학과,1.49,1.68,전과목
연세대,학생부 종합 전형,첨단컴퓨팅학부,1.63,1.67,전과목
연세대,학생부 종합 전형,IT융합공학전공,1.78,1.81,전과목
연세대,학생부 종합 전형,지능형반도체전공,1.64,1.72,전과목
연세대,학생부 종합 전형,신학과,3.01,3.46,전과목
연세대,학생부 종합 전형,정치외교학과,1.63,1.88,전과목
연세대,학생부 종합 전형,행정학과,1.7,2.05,전과목
연세대,학생부 종합 전형,사회복지학과,1.78,1.94,전과목
연세대,학생부 종합 전형,사회학과,1.67,1.73,전과목
연세대,학생부 종합 전형,문화인류학과,1.69,1.69,전과목
연세대,학생부 종합 전형,언론홍보영상학부,1.99,1.99,전과목
연세대,학생부 종합 전형,의류환경학과,1.84,1.99,전과목
연세대,학생부 종합 전형,식품영양학과,1.64,1.71,전과목
연세대,학생부 종합 전형,실내건축학과,2.03,2.2,전과목
연세대,학생부 종합 전형,아동·가족학과,1.65,1.8,전과목
연세대,학생부 종합 전형,통합디자인학과,1.85,1.95,전과목
연세대,학생부 종합 전형,교육학부,1.64,1.78,전과목
연세대,학생부 종합 전형,의예과,1.04,1.09,전과목
연세대,학생부 종합 전형,치의예과,1.26,1.32,전과목
연세대,학생부 종합 전형,간호학과,1.87,1.91,전과목
연세대,학생부 종합 전형,약학과,1.35,1.37,전과목
고려대,학생부 교과 전형,경영대학,1.29,1.36,전과목
고려대,학생부 교과 전형,국어국문학과,1.48,1.53,전과목
고려대,학생부 교과 전형,철학과,1.48,1.55,전과목
고려대,학생부 교과 전형,한국사학과,1.54,1.55,전과목
고려대,학생부 교과 전형,사학과,1.54,1.55,전과목
고려대,학생부 교과 전형,사회학과,1.44,1.47,전과목
고려대,학생부 교과 전형,한문학과,1.61,1.62,전과목
고려대,학생부 교과 전형,영어영문학과,1.52,1.54,전과목
고려대,학생부 교과 전형,독어독문학과,1.62,1.66,전과목
고려대,학생부 교과 전형,불어불문학과,1.62,1.65,전과목
고려대,학생부 교과 전형,중어중문학과,1.65,1.66,전과목
고려대,학생부 교과 전형,노어노문학과,1.67,1.7,전과목
고려대,학생부 교과 전형,일어일문학과,1.6,1.63,전과목
고려대,학생부 교과 전형,서어서문학과,1.67,1.7,전과목
고려대,학생부 교과 전형,언어학과,1.49,1.5,전과목
고려대,학생부 교과 전형,생명과학부,1.26,1.3,전과목
고려대,학생부 교과 전형,생명공학부,1.25,1.27,전과목
고려대,학생부 교과 전형,식품공학과,1.42,1.43,전과목
고려대,학생부 교과 전형,환경생태공학부,1.43,1.45,전과목
고려대,학생부 교과 전형,식품자원경제학과,1.52,1.55,전과목
고려대,학생부 교과 전형,정치외교학과,1.34,1.39,전과목
고려대,학생부 교과 전형,경제학과,1.47,1.52,전과목
고려대,학생부 교과 전형,통계학과,1.48,1.49,전과목
고려대,학생부 교과 전형,행정학과,1.33,1.35,전과목
고려대,학생부 교과 전형,수학과,1.39,1.4,전과목
고려대,학생부 교과 전형,물리학과,1.48,1.5,전과목
고려대,학생부 교과 전형,화학과,1.32,1.36,전과목
고려대,학생부 교과 전형,지구환경과학과,1.48,1.49,전과목
고려대,학생부 교과 전형,화공생명공학부,1.24,1.28,전과목
고려대,학생부 교과 전형,신소재공학부,1.4,1.43,전과목
고려대,학생부 교과 전형,건축사회환경공학부,1.54,1.55,전과목
고려대,학생부 교과 전형,건축학과,1.43,1.47,전과목
고려대,학생부 교과 전형,기계공학부,1.38,1.44,전과목
고려대,학생부 교과 전형,산업경영공학부,1.38,1.39,전과목
고려대,학생부 교과 전형,전기전자공학부,1.32,1.34,전과목
고려대,학생부 교과 전형,융합에너지공학과,1.38,1.4,전과목
고려대,학생부 교과 전형,의과대학,1.05,1.07,전과목
고려대,학생부 교과 전형,교육학과,1.4,1.6,전과목
고려대,학생부 교과 전형,국어교육과,1.43,1.61,전과목
고려대,학생부 교과 전형,영어교육과,1.36,1.4,전과목
고려대,학생부 교과 전형,지리교육과,1.65,1.67,전과목
고려대,학생부 교과 전형,역사교육과,1.49,1.51,전과목
고려대,학생부 교과 전형,가정교육과,1.7,1.75,전과목
고려대,학생부 교과 전형,수학교육과,1.34,1.37,전과목
고려대,학생부 교과 전형,간호대학,1.43,1.49,전과목
고려대,학생부 교과 전형,컴퓨터학과,1.25,1.26,전과목
고려대,학생부 교과 전형,데이터과학과,1.38,1.39,전과목
고려대,학생부 교과 전형,인공지능학과,1.35,1.37,전과목
고려대,학생부 교과 전형,국제학부,1.49,1.56,전과목
고려대,학생부 교과 전형,미디어학부,1.26,1.31,전과목
고려대,학생부 교과 전형,바이오의공학부,1.4,1.41,전과목
고려대,학생부 교과 전형,바이오시스템의과학부,1.24,1.28,전과목
고려대,학생부 교과 전형,보건환경융합과학부,1.35,1.36,전과목
고려대,학생부 교과 전형,보건정책관리학부,1.53,1.58,전과목
고려대,학생부 교과 전형,자유전공학부,1.36,1.39,전과목
고려대,학생부 교과 전형,스마트보안학부,1.41,1.49,전과목
고려대,학생부 교과 전형,심리학부,1.44,1.48,전과목
고려대,학생부 종합 전형,경영대학,2.26,2.54,전과목
고려대,학생부 종합 전형,국어국문학과,2.54,2.64,전과목
고려대,학생부 종합 전형,철학과,2.12,2.31,전과목
고려대,학생부 종합 전형,한국사학과,2.07,2.28,전과목
고려대,학생부 종합 전형,사학과,2.07,2.41,전과목
고려대,학생부 종합 전형,사회학과,1.78,1.93,전과목
고려대,학생부 종합 전형,한문학과,2.07,2.1,전과목
고려대,학생부 종합 전형,영어영문학과,2.41,2.86,전과목
고려대,학생부 종합 전형,독어독문학과,2.78,3.17,전과목
고려대,학생부 종합 전형,불어불문학과,2.99,3.36,전과목
고려대,학생부 종합 전형,중어중문학과,2.19,2.54,전과목
고려대,학생부 종합 전형,노어노문학과,3.26,3.43,전과목
고려대,학생부 종합 전형,일어일문학과,2.61,2.78,전과목
고려대,학생부 종합 전형,서어서문학과,2.82,3.09,전과목
고려대,학생부 종합 전형,언어학과,2.17,2.43,전과목
고려대,학생부 종합 전형,생명과학부,1.75,1.91,전과목
고려대,학생부 종합 전형,생명공학부,1.67,1.99,전과목
고려대,학생부 종합 전형,식품공학과,1.65,1.96,전과목
고려대,학생부 종합 전형,환경생태공학부,1.89,2.12,전과목
고려대,학생부 종합 전형,식품자원경제학과,1.9,2.32,전과목
고려대,학생부 종합 전형,정치외교학과,1.74,2.38,전과목
고려대,학생부 종합 전형,경제학과,2.13,2.64,전과목
고려대,학생부 종합 전형,통계학과,1.94,2.36,전과목
고려대,학생부 종합 전형,행정학과,1.81,2.12,전과목
고려대,학생부 종합 전형,수학과,1.78,2.01,전과목
고려대,학생부 종합 전형,물리학과,1.94,1.97,전과목
고려대,학생부 종합 전형,화학과,1.76,1.9,전과목
고려대,학생부 종합 전형,지구환경과학과,2.02,2.05,전과목
고려대,학생부 종합 전형,공과대학,1.88,2.03,전과목
고려대,학생부 종합 전형,화공생명공학과,1.7,1.95,전과목
고려대,학생부 종합 전형,신소재공학부,1.81,2.04,전과목
고려대,학생부 종합 전형,건축사회환경공학부,2.09,2.2,전과목
고려대,학생부 종합 전형,건축학과,2.21,2.3,전과목
고려대,학생부 종합 전형,기계공학부,1.69,1.98,전과목
고려대,학생부 종합 전형,산업경영공학부,1.88,1.92,전과목
고려대,학생부 종합 전형,전기전자공학부,1.81,1.96,전과목
고려대,학생부 종합 전형,반도체공학과,1.69,1.72,전과목
고려대,학생부 종합 전형,융합에너지공학과,1.76,1.92,전과목
고려대,학생부 종합 전형,차세대통신학과,2.26,2.39,전과목
고려대,학생부 종합 전형,의과대학,1.21,1.27,전과목
고려대,학생부 종합 전형,교육학과,1.79,1.86,전과목
고려대,학생부 종합 전형,국어교육과,1.86,2.09,전과목
고려대,학생부 종합 전형,영어교육과,2.68,2.86,전과목
고려대,학생부 종합 전형,지리교육과,2.13,2.4,전과목
고려대,학생부 종합 전형,역사교육과,1.93,2.22,전과목
고려대,학생부 종합 전형,가정교육과,2.07,2.23,전과목
