학교명,전형,모집단위,50% cut,70% cut,평가에 반영된 교과목
경희대,학생부 교과 전형,골프산업학과,4.75,4.75,주요과목
경희대,학생부 교과 전형,스포츠지도학과,3.36,3.36,주요과목
경희대,학생부 교과 전형,태권도학과,2.1,2.1,주요과목
경희대,학생부 종합 전형,자율전공학부,1.85,1.89,주요과목
경희대,학생부 종합 전형,국어국문학과,2.34,3.89,주요과목
경희대,학생부 종합 전형,영어영문학과,2.32,3.51,주요과목
경희대,학생부 종합 전형,응용영어통번역학과,3.49,3.74,주요과목
경희대,학생부 종합 전형,사학과,2.29,2.42,주요과목
경희대,학생부 종합 전형,철학과,2.14,2.37,주요과목
경희대,학생부 종합 전형,프랑스어학과,4.06,4.33,주요과목
경희대,학생부 종합 전형,스페인어학과,3.22,4.28,주요과목
경희대,학생부 종합 전형,러시아어학과,4.6,5.35,주요과목
경희대,학생부 종합 전형,중국어학과,4.47,4.6,주요과목
경희대,학생부 종합 전형,일본어학과,4.2,4.43,주요과목
경희대,학생부 종합 전형,한국어학과,2.86,3.97,주요과목
경희대,학생부 종합 전형,글로벌커뮤니케이션학부,4.68,4.7,주요과목
경희대,학생부 종합 전형,정치외교학과,1.99,2.06,주요과목
경희대,학생부 종합 전형,행정학과,2.19,2.27,주요과목
경희대,학생부 종합 전형,사회학과,2.02,2.05,주요과목
경희대,학생부 종합 전형,경제학과,2.22,2.35,주요과목
경희대,학생부 종합 전형,무역학과,2.11,2.61,주요과목
경희대,학생부 종합 전형,미디어학과,1.93,2.04,주요과목
경희대,학생부 종합 전형,국제학과,4.09,4.63,주요과목
경희대,학생부 종합 전형,경영학과,2.2,2.37,주요과목
경희대,학생부 종합 전형,회계·세무학과,3.58,3.79,주요과목
경희대,학생부 종합 전형,빅데이터응용학과,1.96,2.05,주요과목
경희대,학생부 종합 전형,Hospitality경영학과,3.97,4.4,주요과목
경희대,학생부 종합 전형,조리&푸드디자인학과,1.88,2.07,주요과목
경희대,학생부 종합 전형,관광·엔터테인먼트학부,2.38,2.51,주요과목
경희대,학생부 종합 전형,글로벌Hospitality·관광학과,3.91,4.04,주요과목
경희대,학생부 종합 전형,아동가족학과,2.18,2.23,주요과목
경희대,학생부 종합 전형,주거환경학과,2.39,2.7,주요과목
경희대,학생부 종합 전형,의상학과,2.23,2.29,주요과목
경희대,학생부 종합 전형,지리학과(인문),2.18,2.41,주요과목
경희대,학생부 종합 전형,한의예과(인문),1.16,1.37,주요과목
경희대,학생부 종합 전형,식품영양학과,1.74,1.81,주요과목
경희대,학생부 종합 전형,수학과,1.96,2.01,주요과목
경희대,학생부 종합 전형,물리학과,2.13,3.33,주요과목
경희대,학생부 종합 전형,화학과,1.77,1.81,주요과목
경희대,학생부 종합 전형,생물학과,1.65,1.78,주요과목
경희대,학생부 종합 전형,지리학과(자연),2.41,2.41,주요과목
경희대,학생부 종합 전형,미래정보디스플레이학부,1.94,2.02,주요과목
경희대,학생부 종합 전형,기계공학과,2.02,2.21,주요과목
경희대,학생부 종합 전형,산업경영공학과,1.94,2.11,주요과목
경희대,학생부 종합 전형,원자력공학과,2.05,2.41,주요과목
경희대,학생부 종합 전형,화학공학과,1.83,1.87,주요과목
경희대,학생부 종합 전형,신소재공학과,1.8,1.85,주요과목
경희대,학생부 종합 전형,사회기반시스템공학과,2.22,2.43,주요과목
경희대,학생부 종합 전형,건축공학과,2.24,2.35,주요과목
경희대,학생부 종합 전형,환경학및환경공학과,2.01,2.05,주요과목
경희대,학생부 종합 전형,건축학과(5년제),2.16,2.17,주요과목
경희대,학생부 종합 전형,전자정보공학부전자공학과,1.89,1.93,주요과목
경희대,학생부 종합 전형,전자정보공학부반도체공학과,1.85,1.88,주요과목
경희대,학생부 종합 전형,생체의공학과,1.91,1.96,주요과목
경희대,학생부 종합 전형,컴퓨터공학부컴퓨터공학과,1.91,1.92,주요과목
경희대,학생부 종합 전형,컴퓨터공학부인공지능학과,1.93,1.93,주요과목
경희대,학생부 종합 전형,소프트웨어융합학과,1.87,2.02,주요과목
경희대,학생부 종합 전형,응용수학과,1.97,1.99,주요과목
경희대,학생부 종합 전형,응용물리학과,2.18,2.19,주요과목
경희대,학생부 종합 전형,응용화학과,1.78,1.83,주요과목
경희대,학생부 종합 전형,우주과학과,2.08,2.27,주요과목
경희대,학생부 종합 전형,유전생명공학과,1.78,1.85,주요과목
경희대,학생부 종합 전형,식품생명공학과,1.88,2,주요과목
경희대,학생부 종합 전형,융합바이오·신소재공학과,2.01,2.35,주요과목
경희대,학생부 종합 전형,스마트팜과학과,2.11,2.22,주요과목
경희대,학생부 종합 전형,의예과,1.08,1.2,주요과목
경희대,학생부 종합 전형,한의예과(자연),1.35,1.38,주요과목
경희대,학생부 종합 전형,치의예과,1.25,1.45,주요과목
경희대,학생부 종합 전형,약학과,1.15,2.93,주요과목
경희대,학생부 종합 전형,한약학과,1.63,1.68,주요과목
경희대,학생부 종합 전형,약과학과,1.71,1.72,주요과목
경희대,학생부 종합 전형,간호학과,1.95,2.11,주요과목
한국외대,학생부 종합 전형,ELLT학과,2.66,3.37,전과목
한국외대,학생부 종합 전형,영미문학·문화학과,2.65,2.84,전과목
한국외대,학생부 종합 전형,영어통번역학과,2.61,2.94,전과목
한국외대,학생부 종합 전형,영어대학[통합모집],2.68,2.83,전과목
한국외대,학생부 종합 전형,프랑스어학부,3.38,3.69,전과목
한국외대,학생부 종합 전형,독일어과,2.9,3.35,전과목
한국외대,학생부 종합 전형,노어과,3.46,4.08,전과목
한국외대,학생부 종합 전형,스페인어과,3.52,4.75,전과목
한국외대,학생부 종합 전형,이탈리아어과,4.95,5.19,전과목
한국외대,학생부 종합 전형,포르투갈어과,4.1,4.21,전과목
한국외대,학생부 종합 전형,네덜란드어과,4.53,4.58,전과목
한국외대,학생부 종합 전형,스칸디나비아어과,2.51,2.52,전과목
한국외대,학생부 종합 전형,핵심외국어계열,3.09,3.5,전과목
한국외대,학생부 종합 전형,특수외국어(유럽지역)계열,3.52,3.62,전과목
한국외대,학생부 종합 전형,말레이·인도네시아어과,3.83,4.01,전과목
한국외대,학생부 종합 전형,태국어과,2.91,3.28,전과목
한국외대,학생부 종합 전형,베트남어과,3.26,3.52,전과목
한국외대,학생부 종합 전형,인도어과,3.43,3.77,전과목
한국외대,학생부 종합 전형,아랍어과,3.1,3.62,전과목
한국외대,학생부 종합 전형,튀르키예·아제르바이잔학과,4.32,4.36,전과목
한국외대,학생부 종합 전형,페르시아어·이란학과,3.86,4.16,전과목
한국외대,학생부 종합 전형,몽골어과,4.02,4.35,전과목
한국외대,학생부 종합 전형,특수외국어(인도·아세안지역)계열,3.98,4.12,전과목
한국외대,학생부 종합 전형,특수외국어(중동지역)계열,4.74,4.76,전과목
한국외대,학생부 종합 전형,중국언어문화학부,3.74,4.02,전과목
한국외대,학생부 종합 전형,중국외교통상학부,3.97,4.12,전과목
한국외대,학생부 종합 전형,중국외대대학[통합모집],4.05,4.07,전과목
한국외대,학생부 종합 전형,일본언어문화학부,4.08,4.17,전과목
한국외대,학생부 종합 전형,융합일본지역학부,2.76,3.08,전과목
한국외대,학생부 종합 전형,일본대학[통합모집],3.9,3.92,전과목
한국외대,학생부 종합 전형,정치외교학과,2.14,2.3,전과목
한국외대,학생부 종합 전형,행정학과,2.13,2.22,전과목
한국외대,학생부 종합 전형,미디어커뮤니케이션학부,2.13,2.26,전과목
한국외대,학생부 종합 전형,사회과학대학[통합모집],3.09,3.76,전과목
한국외대,학생부 종합 전형,국제통상학과,2.42,2.64,전과목
한국외대,학생부 종합 전형,경제학부,2.35,2.39,전과목
한국외대,학생부 종합 전형,상경대학[통합모집],2.24,2.41,전과목
한국외대,학생부 종합 전형,경영학부,2.32,2.46,전과목
한국외대,학생부 종합 전형,영어교육과,2.14,2.18,전과목
한국외대,학생부 종합 전형,한국어교육과,2.18,2.23,전과목
한국외대,학생부 종합 전형,외국어교육학부(프랑스어교육전공),4.23,4.31,전과목
한국외대,학생부 종합 전형,외국어교육학부(독일어교육전공),3.99,4.06,전과목
한국외대,학생부 종합 전형,외국어교육학부(중국어교육전공),4.32,4.45,전과목
한국외대,학생부 종합 전형,Language & AI융합학부,2.31,2.43,전과목
한국외대,학생부 종합 전형,Social Science & AI융합학부,2.55,2.66,전과목
한국외대,학생부 종합 전형,국제학부,2.33,2.59,전과목
한국외대,학생부 종합 전형,Language & Diplomacy학부,2.11,2.26,전과목
한국외대,학생부 종합 전형,Language & Trade학부,4.3,4.49,전과목
한국외대,학생부 종합 전형,자유전공학부(서울),2.48,2.76,전과목
한국외대,학생부 종합 전형,ELLT학과,2.26,2.32,전과목
한국외대,학생부 종합 전형,영미문학·문화학과,2.42,2.48,전과목
한국외대,학생부 종합 전형,영어통번역학과,2.56,2.73,전과목
한국외대,학생부 종합 전형,영어대학[통합모집],2.39,2.9,전과목
한국외대,학생부 종합 전형,프랑스어학부,2.64,2.84,전과목
한국외대,학생부 종합 전형,독일어과,2.93,3.47,전과목
한국외대,학생부 종합 전형,노어과,3.04,4.2,전과목
한국외대,학생부 종합 전형,스페인어과,2.72,3.24,전과목
한국외대,학생부 종합 전형,이탈리아어과,2.6,2.62,전과목
한국외대,학생부 종합 전형,포르투갈어과,2.98,3,전과목
한국외대,학생부 종합 전형,네덜란드어과,2.6,2.66,전과목
한국외대,학생부 종합 전형,스칸디나비아어과,2.43,3.22,전과목
한국외대,학생부 종합 전형,핵심외국어계열,3.61,3.83,전과목
한국외대,학생부 종합 전형,특수외국어(유럽지역)계열,3.81,3.83,전과목
한국외대,학생부 종합 전형,말레이·인도네시아어과,2.55,2.67,전과목
한국외대,학생부 종합 전형,태국어과,2.69,2.89,전과목
한국외대,학생부 종합 전형,베트남어과,3.43,3.51,전과목
한국외대,학생부 종합 전형,인도어과,4.45,4.49,전과목
한국외대,학생부 종합 전형,아랍어과,3.75,3.77,전과목
한국외대,학생부 종합 전형,튀르키예·아제르바이잔학과,2.49,2.51,전과목
한국외대,학생부 종합 전형,페르시아어·이란학과,4.09,4.51,전과목
한국외대,학생부 종합 전형,몽골어과,3.63,4.16,전과목
한국외대,학생부 종합 전형,특수외국어(인도·아세안지역)계열,4.35,4.46,전과목
한국외대,학생부 종합 전형,특수외국어(중동지역)계열,3.6,3.79,전과목
한국외대,학생부 종합 전형,중국언어문화학부,2.65,2.85,전과목
한국외대,학생부 종합 전형,중국외교통상학부,2.35,2.46,전과목
한국외대,학생부 종합 전형,중국학대학[통합모집],4.11,4.22,전과목
한국외대,학생부 종합 전형,일본언어문화학부,2.63,3.23,전과목
한국외대,학생부 종합 전형,융합일본지역학부,2.4,2.66,전과목
한국외대,학생부 종합 전형,일본대학[통합모집],3.15,3.35,전과목
한국외대,학생부 종합 전형,정치외교학과,1.87,1.9,전과목
한국외대,학생부 종합 전형,행정학과,2.03,2.04,전과목
한국외대,학생부 종합 전형,미디어커뮤니케이션학부,2.1,2.13,전과목
한국외대,학생부 종합 전형,사회과학대학[통합모집],2.34,2.4,전과목
한국외대,학생부 종합 전형,국제통상학과,2.18,2.2,전과목
한국외대,학생부 종합 전형,경제학부,2.01,2.05,전과목
한국외대,학생부 종합 전형,상경대학[통합모집],2.11,2.21,전과목
한국외대,학생부 종합 전형,경영학부,2.09,2.14,전과목
한국외대,학생부 종합 전형,영어교육과,1.89,2.01,전과목
한국외대,학생부 종합 전형,한국어교육과,1.85,1.89,전과목
한국외대,학생부 종합 전형,외국어교육학부(프랑스어교육전공),4.17,4.36,전과목
한국외대,학생부 종합 전형,외국어교육학부(독일어교육전공),3.71,3.96,전과목
한국외대,학생부 종합 전형,외국어교육학부(중국어교육전공),3.34,3.39,전과목
한국외대,학생부 종합 전형,Language & AI융합학부,2.21,2.21,전과목
한국외대,학생부 종합 전형,Social Science & AI융합학부,2.08,2.19,전과목
한국외대,학생부 종합 전형,국제학부,2.39,2.62,전과목
한국외대,학생부 종합 전형,Language & Diplomacy학부,2.13,2.18,전과목
한국외대,학생부 종합 전형,Language & Trade학부,2.42,2.51,전과목
한국외대,학생부 종합 전형,자유전공학부(서울),2.34,2.43,전과목
서울시립대,학생부 교과 전형,행정학과,1.94,1.97,전과목
서울시립대,학생부 교과 전형,국제관계학과,1.95,2.03,전과목
서울시립대,학생부 교과 전형,경제학부,1.89,1.93,전과목
서울시립대,학생부 교과 전형,사회복지학과,2.08,2.11,전과목
서울시립대,학생부 교과 전형,세무학과,1.89,2,전과목
서울시립대,학생부 교과 전형,경영학부,1.94,2.03,전과목
서울시립대,학생부 교과 전형,영어영문학과,2.08,2.09,전과목
서울시립대,학생부 교과 전형,국어국문학과,1.88,2.06,전과목
서울시립대,학생부 교과 전형,국사학과,1.86,2.31,전과목
서울시립대,학생부 교과 전형,철학과,1.91,2.12,전과목
서울시립대,학생부 교과 전형,중국어문화학과,2.03,2.03,전과목
서울시립대,학생부 교과 전형,도시행정학과,1.94,2.06,전과목
서울시립대,학생부 교과 전형,도시사회학과,1.92,1.92,전과목
서울시립대,학생부 교과 전형,전자전기컴퓨터공학부,1.69,1.72,전과목
서울시립대,학생부 교과 전형,화학공학과,1.68,1.68,전과목
서울시립대,학생부 교과 전형,기계정보공학과,1.86,1.86,전과목
서울시립대,학생부 교과 전형,신소재공학과,1.65,1.77,전과목
서울시립대,학생부 교과 전형,토목공학과,1.94,1.97,전과목
서울시립대,학생부 교과 전형,컴퓨터과학부,1.6,1.6,전과목
서울시립대,학생부 교과 전형,인공지능학과,1.75,1.75,전과목
서울시립대,학생부 교과 전형,수학과,1.76,1.76,전과목
서울시립대,학생부 교과 전형,통계학과,1.72,1.94,전과목
서울시립대,학생부 교과 전형,물리학과,1.7,1.79,전과목
서울시립대,학생부 교과 전형,생명과학과,1.64,1.64,전과목
서울시립대,학생부 교과 전형,환경원예학과,1.71,1.74,전과목
서울시립대,학생부 교과 전형,융합응용화학과,1.74,1.74,전과목
서울시립대,학생부 교과 전형,건축학부(건축공학전공),1.94,1.97,전과목
서울시립대,학생부 교과 전형,건축학부(건축학전공),1.86,1.86,전과목
서울시립대,학생부 교과 전형,도시공학과,1.59,1.82,전과목
서울시립대,학생부 교과 전형,교통공학과,2.09,2.29,전과목
서울시립대,학생부 교과 전형,조경학과,2.03,2.06,전과목
서울시립대,학생부 교과 전형,환경공학부,1.79,1.79,전과목
서울시립대,학생부 교과 전형,공간정보공학과,1.86,1.9,전과목
서울시립대,학생부 교과 전형,자유전공학부(인문),1.87,1.87,전과목
서울시립대,학생부 교과 전형,자유전공학부(자연),1.77,1.77,전과목
서울시립대,학생부 교과 전형,첨단융합학부-융합바이오헬스전공,1.6,1.7,전과목
부산대,학생부 교과 전형,국어국문학과,3.74,3.87,주요과목
부산대,학생부 교과 전형,중어중문학과,3.98,4.23,주요과목
부산대,학생부 교과 전형,일어일문학과,3.44,3.44,주요과목
부산대,학생부 교과 전형,영어영문학과,2.81,3.4,주요과목
부산대,학생부 교과 전형,불어불문학과,3.37,3.78,주요과목
부산대,학생부 교과 전형,독어독문학과,3.1,3.24,주요과목
부산대,학생부 교과 전형,노어노문학과,3.33,3.4,주요과목
부산대,학생부 교과 전형,한문학과,3.69,3.74,주요과목
부산대,학생부 교과 전형,언어정보학과,2.99,3.05,주요과목
부산대,학생부 교과 전형,사학과,2.73,2.86,주요과목
부산대,학생부 교과 전형,철학과,3.05,3.07,주요과목
부산대,학생부 교과 전형,고고학과,3.41,3.42,주요과목
부산대,학생부 교과 전형,행정학과,2.75,3.66,주요과목
부산대,학생부 교과 전형,정치외교학과,2.62,2.66,주요과목
부산대,학생부 교과 전형,사회복지학과,3.05,3.16,주요과목
부산대,학생부 교과 전형,사회학과,2.92,3.13,주요과목
부산대,학생부 교과 전형,심리학과,2.89,2.94,주요과목
부산대,학생부 교과 전형,문헌정보학과,2.97,3.08,주요과목
부산대,학생부 교과 전형,미디어커뮤니케이션학과,2.49,2.8,주요과목
부산대,학생부 교과 전형,수학과,2.71,2.82,주요과목
부산대,학생부 교과 전형,통계학과,2.55,2.55,주요과목
부산대,학생부 교과 전형,물리학과,3.17,3.43,주요과목
부산대,학생부 교과 전형,화학과,2.59,2.75,주요과목
부산대,학생부 교과 전형,생명과학과,2.16,2.31,주요과목
부산대,학생부 교과 전형,미생물학과,2.69,2.81,주요과목
부산대,학생부 교과 전형,분자생물학과,2.82,3,주요과목
부산대,학생부 교과 전형,지질환경과학과,3.49,3.8,주요과목
부산대,학생부 교과 전형,대기환경과학과,3.09,3.1,주요과목
부산대,학생부 교과 전형,해양학과,3.47,3.61,주요과목
부산대,학생부 교과 전형,기계공학부,2.45,2.62,주요과목
부산대,학생부 교과 전형,고분자공학과,3.16,3.19,주요과목
부산대,학생부 교과 전형,유기소재시스템공학과,2.64,2.68,주요과목
부산대,학생부 교과 전형,화공생명공학전공,1.68,1.69,주요과목
부산대,학생부 교과 전형,환경공학과,3.1,3.48,주요과목
부산대,학생부 교과 전형,재료공학부,2.54,2.83,주요과목
부산대,학생부 교과 전형,전기전자공학부(전자공학전공),1.9,1.98,주요과목
부산대,학생부 교과 전형,전기전자공학부(전기공학전공),2.17,2.25,주요과목
부산대,학생부 교과 전형,전기전자공학부(반도체공학전공),2.42,2.72,주요과목
부산대,학생부 교과 전형,건축공학과,2.1,2.1,주요과목
부산대,학생부 교과 전형,건축학과,3.03,3.05,주요과목
부산대,학생부 교과 전형,도시공학과,2.75,2.81,주요과목
부산대,학생부 교과 전형,사회기반시스템공학과,3.4,3.43,주요과목
부산대,학생부 교과 전형,항공우주공학과,2.7,2.78,주요과목
부산대,학생부 교과 전형,산업공학과,2.73,2.75,주요과목
부산대,학생부 교과 전형,조선해양공학과,3.24,3.35,주요과목
부산대,학생부 교과 전형,국어교육과,2.07,2.23,주요과목
부산대,학생부 교과 전형,영어교육과,2.21,2.26,주요과목
부산대,학생부 교과 전형,교육학과,2,2.2,주요과목
부산대,학생부 교과 전형,유아교육과,3.1,3.22,주요과목
부산대,학생부 교과 전형,특수교육과,2.5,2.7,주요과목
부산대,학생부 교과 전형,일반사회교육과,2.43,2.45,주요과목
부산대,학생부 교과 전형,역사교육과,2.03,2.35,주요과목
부산대,학생부 교과 전형,지리교육과,2.59,3.46,주요과목
부산대,학생부 교과 전형,윤리교육과,2.18,2.26,주요과목
부산대,학생부 교과 전형,수학교육과,1.95,1.96,주요과목
부산대,학생부 교과 전형,물리교육과,2,2.2,주요과목
부산대,학생부 교과 전형,화학교육과,2,2.2,주요과목
부산대,학생부 교과 전형,생물교육과,2.77,2.77,주요과목
부산대,학생부 교과 전형,지구과학교육과,3.2,3.31,주요과목
부산대,학생부 교과 전형,경영학과,2.39,2.46,주요과목
부산대,학생부 교과 전형,무역학부,2.76,2.86,주요과목
부산대,학생부 교과 전형,경제학부,2.69,2.93,주요과목
부산대,학생부 교과 전형,관광컨벤션학과,3,3.3,주요과목
부산대,학생부 교과 전형,국제학부,2.91,3.05,주요과목
부산대,학생부 교과 전형,공공정책학부,2.54,2.72,주요과목
부산대,학생부 교과 전형,간호학과,2.08,2.22,주요과목
부산대,학생부 교과 전형,아동가족학과,3.2,3.32,주요과목
부산대,학생부 교과 전형,의류학과,3.35,3.35,주요과목
부산대,학생부 교과 전형,식품영양학과,2.53,2.65,주요과목
부산대,학생부 교과 전형,실내환경디자인학과,3.8,4.54,주요과목
부산대,학생부 교과 전형,스포츠과학과,3.75,4.36,주요과목
부산대,학생부 교과 전형,디자인학과(디자인앤테크놀로지전공),2.65,3.39,주요과목
부산대,학생부 교과 전형,예술문화영상학과,3,3.2,주요과목
부산대,학생부 교과 전형,식물생명과학과,2.3,2.6,주요과목
부산대,학생부 교과 전형,원예생명과학과,2.5,2.8,주요과목
부산대,학생부 교과 전형,동물생명자원과학과,2.7,2.9,주요과목
부산대,학생부 교과 전형,식품공학과,2.7,2.9,주요과목
부산대,학생부 교과 전형,생명환경화학과,2.7,2.9,주요과목
부산대,학생부 교과 전형,바이오소재과학과,3.56,3.66,주요과목
부산대,학생부 교과 전형,바이오산업기계공학과,3.78,4.21,주요과목
부산대,학생부 교과 전형,IT응용공학과,3.32,3.63,주요과목
부산대,학생부 교과 전형,바이오환경에너지학과,3.97,4,주요과목
부산대,학생부 교과 전형,조경학과,4.17,4.26,주요과목
부산대,학생부 교과 전형,나노메카트로닉스공학과,3.32,3.44,주요과목
부산대,학생부 교과 전형,나노에너지공학과,3.23,3.3,주요과목
부산대,학생부 교과 전형,광메카트로닉스공학계열,3.38,3.52,주요과목
부산대,학생부 교과 전형,의예과,1.16,1.18,주요과목
부산대,학생부 교과 전형,치의학전문대학원(학석사통합과정),1.41,1.43,주요과목
부산대,학생부 교과 전형,한의학전문대학원(학석사통합과정),1.5,1.51,주요과목
부산대,학생부 교과 전형,약학부,1.42,1.47,주요과목
부산대,학생부 종합 전형,국어국문학과,2.03,2.03,전과목
부산대,학생부 종합 전형,중어중문학과,3.63,3.65,전과목
부산대,학생부 종합 전형,일어일문학과,3.29,3.35,전과목
부산대,학생부 종합 전형,영어영문학과,2.68,2.73,전과목
부산대,학생부 종합 전형,독어독문학과,3.25,3.48,전과목
부산대,학생부 종합 전형,노어노문학과,3.84,3.84,전과목
부산대,학생부 종합 전형,한문학과,3.51,3.92,전과목
부산대,학생부 종합 전형,언어정보학과,3.34,3.42,전과목
부산대,학생부 종합 전형,사학과,2.7,2.92,전과목
부산대,학생부 종합 전형,철학과,2.89,3.02,전과목
부산대,학생부 종합 전형,고고학과,3.46,3.53,전과목
부산대,학생부 종합 전형,사회복지학과,2.53,2.62,전과목
부산대,학생부 종합 전형,수학과,2.51,2.56,전과목
부산대,학생부 종합 전형,물리학과,3.05,3.26,전과목
부산대,학생부 종합 전형,화학과,1.98,2.13,전과목
부산대,학생부 종합 전형,생명과학과,2.26,2.81,전과목
부산대,학생부 종합 전형,미생물학과,2.3,2.32,전과목
부산대,학생부 종합 전형,분자생물학과,2,2.09,전과목
부산대,학생부 종합 전형,지질환경과학과,2.86,2.91,전과목
부산대,학생부 종합 전형,대기환경과학과,2.86,2.86,전과목
부산대,학생부 종합 전형,기계공학부,2.39,2.48,전과목
부산대,학생부 종합 전형,고분자공학과,2.2,2.29,전과목
부산대,학생부 종합 전형,유기소재시스템공학과,2.8,2.91,전과목
부산대,학생부 종합 전형,화공생명공학과,2.12,2.13,전과목
부산대,학생부 종합 전형,환경공학과,2.51,2.65,전과목
부산대,학생부 종합 전형,재료공학부,2.37,2.56,전과목
부산대,학생부 종합 전형,전기전자공학부(전자공학전공),2.04,2.05,전과목
부산대,학생부 종합 전형,전기전자공학부(전기공학전공),2.4,2.5,전과목
부산대,학생부 종합 전형,전기전자공학부(반도체공학전공),2.41,2.53,전과목
부산대,학생부 종합 전형,건축공학과,2.67,3.03,전과목
부산대,학생부 종합 전형,건축학과,2.5,2.54,전과목
부산대,학생부 종합 전형,도시공학과,2.88,2.95,전과목
부산대,학생부 종합 전형,사회기반시스템공학과,3.11,3.16,전과목
부산대,학생부 종합 전형,항공우주공학과,2.46,2.53,전과목
부산대,학생부 종합 전형,산업공학과,2.38,2.53,전과목
부산대,학생부 종합 전형,조선해양공학과,2.73,3.02,전과목
부산대,학생부 종합 전형,국어교육과,2.48,2.5,전과목
부산대,학생부 종합 전형,영어교육과,2.32,2.59,전과목
부산대,학생부 종합 전형,교육학과,2.77,2.77,전과목
부산대,학생부 종합 전형,특수교육과,2.48,2.81,전과목
부산대,학생부 종합 전형,역사교육과,2.41,2.63,전과목
부산대,학생부 종합 전형,윤리교육과,2.4,2.6,전과목
부산대,학생부 종합 전형,수학교육과,2.43,2.54,전과목
부산대,학생부 종합 전형,화학교육과,2.63,2.64,전과목
부산대,학생부 종합 전형,생물교육과,2.3,2.51,전과목
부산대,학생부 종합 전형,경영학과,2.37,2.41,전과목
부산대,학생부 종합 전형,무역학부,2.6,2.78,전과목
부산대,학생부 종합 전형,경제학부,2.56,2.59,전과목
부산대,학생부 종합 전형,관광컨벤션학과,2.87,2.88,전과목
부산대,학생부 종합 전형,국제학부,3.6,3.91,전과목
부산대,학생부 종합 전형,공공정책학부,2.32,2.71,전과목
부산대,학생부 종합 전형,아동가족학과,3.12,3.18,전과목
부산대,학생부 종합 전형,의류학과,2.99,3.61,전과목
부산대,학생부 종합 전형,식품영양학과,2.57,2.66,전과목
부산대,학생부 종합 전형,실내환경디자인학과,2.96,3.18,전과목
부산대,학생부 종합 전형,예술문화영상학과,2.9,3.2,전과목
부산대,학생부 종합 전형,식물생명과학과,3.9,4.19,전과목
부산대,학생부 종합 전형,원예생명과학과,4.67,4.67,전과목
부산대,학생부 종합 전형,동물생명자원과학과,3.24,3.7,전과목
부산대,학생부 종합 전형,식품공학과,3.51,3.53,전과목
부산대,학생부 종합 전형,생명환경화학과,3.16,3.41,전과목
부산대,학생부 종합 전형,바이오소재과학과,3.27,3.37,전과목
부산대,학생부 종합 전형,바이오산업기계공학과,3.81,3.93,전과목
부산대,학생부 종합 전형,IT응용공학과,3.33,3.46,전과목
부산대,학생부 종합 전형,바이오환경에너지학과,3.46,3.46,전과목
부산대,학생부 종합 전형,조경학과,4.15,4.23,전과목
부산대,학생부 종합 전형,식품자원경제학과,3.3,3.6,전과목
부산대,학생부 종합 전형,광메카트로닉스공학과,2.89,2.89,전과목
부산대,학생부 종합 전형,나노에너지공학과,2.79,2.88,전과목
부산대,학생부 종합 전형,나노메카트로닉스공학과,2.85,2.91,전과목
부산대,학생부 종합 전형,정보컴퓨터공학부(컴퓨터공학전공),2.02,2.08,전과목
부산대,학생부 종합 전형,정보컴퓨터공학부(인공지능전공),2.24,2.29,전과목
부산대,학생부 종합 전형,의생명융합공학부,2.35,2.7,전과목
부산대,학생부 종합 전형,첨단융합학부(정보의생명공학자율전공),2.35,2.48,전과목
부산대,학생부 종합 전형,첨단융합학부(나노자율전공),2.83,2.97,전과목
